"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G.P","GS","SV","IP","H.P","HR.P","BB.P","SO","year","league","rankWAR"
13,"Lon Warneke","CHC",10,NA,"12%",5.1,52,113,12,22,0,8,0,3,0.195,0.216,0.221,0.437,22,10,3.21,1.164,43,35,3,291.1,273,16,66,143,1934,"NL",10
14,"Gabby Hartnett","CHC",9,0,"11%",4,130,438,58,131,22,90,0,37,0.299,0.358,0.502,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"NL",15
15,"Gordon Slade","CIN",5,0,"6%",1,138,555,61,158,4,52,6,25,0.285,0.32,0.369,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"NL",25
16,"Buzz Boyle","BRO",4,0,"5%",3.6,128,472,88,144,7,48,8,51,0.305,0.376,0.447,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"NL",18
16,"Kiki Cuyler","CHC",4,0,"5%",3.6,142,559,80,189,6,69,15,31,0.338,0.377,0.474,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"NL",18
16,"Fred Frankhouse","BSN",4,0,"5%",3.3,37,85,12,17,0,9,0,4,0.2,0.236,0.259,0.495,17,9,3.2,1.352,37,31,1,233.2,239,10,77,78,1934,"NL",21
16,"Benny Frey","CIN",4,0,"5%",4.6,41,82,6,14,0,6,0,7,0.171,0.244,0.195,0.44,11,16,3.52,1.345,39,30,2,245.1,288,10,42,33,1934,"NL",14
16,"Frankie Frisch","STL",4,0,"5%",2.5,140,550,74,168,3,75,11,45,0.305,0.359,0.398,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"NL",22
16,"Babe Herman","CHC",4,0,"5%",1.9,125,467,65,142,14,84,1,35,0.304,0.353,0.488,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"NL",24
22,"Waite Hoyt","PIT",2,0,"2%",4.8,48,56,2,10,0,7,0,4,0.179,0.233,0.196,0.43,15,6,2.93,1.191,48,17,5,190.2,184,6,43,105,1934,"NL",13
23,"Al Lopez","BRO",1,0,"1%",2,140,439,58,120,7,54,2,49,0.273,0.349,0.383,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"NL",23
23,"Van Mungo","BRO",1,0,"1%",5.2,46,121,10,30,0,10,0,4,0.248,0.272,0.289,0.561,18,16,3.37,1.281,45,38,3,315.1,300,15,104,184,1934,"NL",9
23,"Arky Vaughan","PIT",1,0,"1%",6.6,149,558,115,186,12,94,10,94,0.333,0.431,0.511,0.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"NL",5
1,"Gabby Hartnett","CHC",75,NA,"94%",5,116,413,67,142,13,91,1,41,0.344,0.404,0.545,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",12
2,"Dizzy Dean","STL",66,NA,"82%",7.1,53,128,18,30,2,21,2,1,0.234,0.246,0.313,0.559,28,12,3.04,1.233,50,36,5,325.1,324,16,77,190,1935,"NL",2
3,"Arky Vaughan","PIT",45,NA,"56%",9.2,137,499,108,192,19,99,4,97,0.385,0.491,0.607,1.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",1
4,"Billy Herman","CHC",38,NA,"48%",6.9,154,666,113,227,7,83,6,42,0.341,0.383,0.476,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",4
5,"Joe Medwick","STL",37,NA,"46%",6.1,154,634,132,224,23,126,4,30,0.353,0.386,0.576,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",7
6,"Wally Berger","BSN",20,NA,"25%",5.7,150,589,91,174,34,130,3,50,0.295,0.355,0.548,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",8
6,"Carl Hubbell","NYG",20,NA,"25%",5.1,42,109,15,26,1,12,0,5,0.239,0.272,0.284,0.556,23,12,3.27,1.199,42,35,0,302.2,314,27,49,150,1935,"NL",9
6,"Bill Terry","NYG",20,NA,"25%",4.4,145,596,91,203,6,64,7,41,0.341,0.383,0.451,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",15
9,"Augie Galan","CHC",18,NA,"22%",5.1,154,646,133,203,12,79,22,87,0.314,0.399,0.467,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",9
10,"Pepper Martin","STL",16,NA,"20%",1.7,135,539,121,161,9,54,20,33,0.299,0.341,0.447,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",22
11,"Hank Leiber","NYG",11,NA,"14%",5.1,154,613,110,203,22,107,0,48,0.331,0.389,0.512,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",9
12,"Lon Warneke","CHC",9,0,"11%",4.3,44,91,9,20,0,15,0,3,0.22,0.253,0.231,0.483,20,13,3.06,1.173,42,30,4,261.2,257,19,50,120,1935,"NL",16
13,"Ernie Lombardi","CIN",8,0,"10%",3.5,120,332,36,114,12,64,0,16,0.343,0.379,0.539,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",18
14,"Frankie Frisch","STL",7,0,"9%",1.5,103,354,52,104,1,55,2,33,0.294,0.356,0.359,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",26
15,"Cy Blanton","PIT",5,0,"6%",6.6,35,97,3,13,0,6,0,4,0.134,0.168,0.144,0.313,18,13,2.58,1.081,35,30,1,254.1,220,3,55,142,1935,"NL",6
15,"Johnny Moore","PHI",5,0,"6%",1.7,153,600,84,194,19,93,4,45,0.323,0.375,0.483,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",22
17,"Ethan Allen","PHI",4,0,"5%",1.6,156,645,90,198,8,63,5,43,0.307,0.351,0.419,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",25
17,"Paul Derringer","CIN",4,0,"5%",3.1,45,93,3,13,0,7,0,0,0.14,0.14,0.151,0.29,22,13,3.51,1.243,45,33,2,276.2,295,13,49,120,1935,"NL",19
17,"Gus Mancuso","NYG",4,0,"5%",1.7,128,447,33,133,5,56,1,30,0.298,0.342,0.38,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",22
20,"Mel Ott","NYG",3,0,"4%",7.1,152,593,113,191,31,114,7,82,0.322,0.407,0.555,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",2
21,"Ripper Collins","STL",2,0,"2%",4.7,150,578,109,181,23,122,0,65,0.313,0.385,0.529,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",13
21,"Curt Davis","PHI",2,0,"2%",6.9,46,75,4,13,1,6,0,7,0.173,0.244,0.213,0.457,16,14,3.66,1.346,44,27,2,231,264,14,47,74,1935,"NL",4
21,"Paul Dean","STL",2,0,"2%",4.6,46,90,3,12,0,3,0,1,0.133,0.143,0.144,0.287,19,12,3.37,1.172,46,33,5,269.2,261,16,55,143,1935,"NL",14
24,"Dolph Camilli","PHI",1,0,"1%",0.6,156,602,88,157,25,83,9,65,0.261,0.336,0.44,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",27
24,"Travis Jackson","NYG",1,0,"1%",2.5,128,511,74,154,9,80,3,29,0.301,0.34,0.44,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",21
24,"Bill Lee","CHC",1,0,"1%",3.1,39,102,8,24,0,11,0,2,0.235,0.25,0.265,0.515,20,6,2.96,1.29,39,32,1,252,241,11,84,100,1935,"NL",19
24,"Paul Waner","PIT",1,0,"1%",4.1,139,549,98,176,11,78,2,61,0.321,0.392,0.477,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,"NL",17
1,"Carl Hubbell","NYG",60,6,"100%",9.9,42,110,9,25,0,8,0,3,0.227,0.248,0.236,0.484,26,6,2.31,1.059,42,34,3,304,265,7,57,123,1936,"NL",1
2,"Dizzy Dean","STL",53,0,"88%",7.2,51,121,7,27,0,15,0,0,0.223,0.223,0.289,0.512,24,13,3.17,1.152,51,34,11,315,310,21,53,195,1936,"NL",3
3,"Billy Herman","CHC",37,0,"62%",6.8,153,632,101,211,5,93,5,59,0.334,0.392,0.47,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",6
4,"Joe Medwick","STL",30,0,"50%",7.1,155,636,115,223,18,138,3,34,0.351,0.387,0.577,0.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",4
5,"Paul Waner","PIT",29,0,"48%",6.9,148,585,107,218,5,94,7,74,0.373,0.446,0.52,0.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",5
6,"Mel Ott","NYG",28,0,"47%",7.8,150,534,120,175,33,135,6,111,0.328,0.448,0.588,1.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",2
7,"Frank Demaree","CHC",17,0,"28%",5.1,154,605,93,212,16,96,4,49,0.35,0.4,0.496,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",11
8,"Gus Mancuso","NYG",13,0,"22%",2.9,139,519,55,156,9,63,0,39,0.301,0.351,0.405,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",16
9,"Danny MacFayden","BSN",12,0,"20%",5.2,37,83,7,8,0,0,0,6,0.096,0.157,0.108,0.266,17,13,2.87,1.253,37,32,0,266.2,268,5,66,86,1936,"NL",10
10,"Leo Durocher","STL",8,0,"13%",1,136,510,57,146,1,58,3,29,0.286,0.327,0.347,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",20
11,"Paul Derringer","CIN",6,0,"10%",1.8,51,90,7,18,0,7,0,2,0.2,0.217,0.222,0.44,19,19,4.02,1.321,51,37,5,282.1,331,11,42,121,1936,"NL",18
11,"Gabby Hartnett","CHC",6,0,"10%",3,121,424,49,130,7,64,0,30,0.307,0.361,0.443,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",15
11,"Burgess Whitehead","NYG",6,0,"10%",2.7,154,632,99,176,4,47,14,29,0.278,0.317,0.356,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",17
14,"Al Lopez","BSN",5,0,"8%",1.1,128,426,46,103,7,50,1,41,0.242,0.311,0.343,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",19
14,"Van Mungo","BRO",5,0,"8%",6,50,123,11,22,0,11,0,1,0.179,0.185,0.195,0.381,18,19,3.35,1.261,45,37,3,311.2,275,8,118,238,1936,"NL",8
16,"Wally Berger","BSN",4,0,"7%",4.4,138,534,88,154,25,91,1,53,0.288,0.361,0.483,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",12
16,"Dolph Camilli","PHI",4,0,"7%",5.9,151,530,106,167,28,102,5,116,0.315,0.441,0.577,1.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",9
18,"Babe Phelps","BRO",3,0,"5%",3.5,115,319,36,117,5,57,1,27,0.367,0.421,0.498,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",14
19,"Dick Bartell","NYG",2,0,"3%",6.3,145,510,71,152,8,42,6,40,0.298,0.355,0.418,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",7
20,"Ernie Lombardi","CIN",1,0,"2%",3.8,121,387,42,129,12,68,1,19,0.333,0.375,0.496,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",13
20,"Terry Moore","STL",1,0,"2%",0.8,143,590,85,156,5,47,9,37,0.264,0.309,0.369,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,"NL",21
1,"Joe Medwick","STL",70,2,"88%",8.5,156,633,111,237,31,154,4,41,0.374,0.414,0.641,1.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",1
2,"Gabby Hartnett","CHC",68,3,"85%",4.8,110,356,47,126,12,82,0,43,0.354,0.424,0.548,0.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",7
3,"Carl Hubbell","NYG",52,1,"65%",4.2,39,97,4,21,0,6,0,0,0.216,0.216,0.258,0.474,22,8,3.2,1.208,39,32,4,261.2,261,18,55,159,1937,"NL",10
4,"Jim Turner","BSN",30,0,"38%",6.1,39,96,10,24,0,7,0,2,0.25,0.273,0.281,0.554,20,11,2.38,1.091,33,30,1,256.2,228,13,52,69,1937,"NL",5
5,"Lou Fette","BSN",29,0,"36%",4.4,36,92,6,22,0,11,0,4,0.239,0.271,0.25,0.521,20,10,2.88,1.251,35,33,0,259,243,5,81,70,1937,"NL",9
6,"Dick Bartell","NYG",26,1,"32%",6.6,128,516,91,158,14,62,5,40,0.306,0.367,0.469,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",2
7,"Mel Ott","NYG",24,0,"30%",6.4,151,545,99,160,31,95,7,102,0.294,0.408,0.523,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",4
8,"Paul Waner","PIT",21,0,"26%",4.6,154,619,94,219,2,74,4,63,0.354,0.413,0.441,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",8
9,"Billy Herman","CHC",19,0,"24%",5.7,138,564,106,189,8,65,2,56,0.335,0.396,0.479,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",6
10,"Johnny Mize","STL",18,0,"22%",6.6,145,560,103,204,25,113,2,56,0.364,0.427,0.595,1.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",2
11,"Cliff Melton","NYG",17,0,"21%",4.1,46,82,3,10,0,5,0,1,0.122,0.133,0.122,0.254,20,9,2.61,1.093,46,27,7,248,216,9,55,142,1937,"NL",12
12,"Charlie Root","CHC",15,0,"19%",3.2,43,67,7,12,1,9,0,1,0.179,0.203,0.254,0.457,13,5,3.38,1.147,43,15,5,178.2,173,18,32,74,1937,"NL",14
13,"Pinky Whitney","PHI",13,0,"16%",3.2,138,487,56,166,8,79,6,43,0.341,0.395,0.446,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",14
14,"Harry Danning","NYG",10,1,"12%",1.7,93,292,30,84,8,51,0,18,0.288,0.331,0.438,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",19
15,"Frank Demaree","CHC",9,0,"11%",4.2,154,615,104,199,17,115,6,57,0.324,0.382,0.485,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",10
16,"Lon Warneke","STL",6,0,"8%",1.6,36,80,10,21,0,10,0,7,0.263,0.322,0.3,0.622,18,11,4.53,1.462,36,33,0,238.2,280,32,69,87,1937,"NL",20
17,"Johnny Cooney","BRO",4,0,"5%",0.7,120,430,61,126,0,37,5,22,0.293,0.327,0.358,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",21
17,"Billy Jurges","CHC",4,0,"5%",2.8,129,450,53,134,1,65,2,42,0.298,0.365,0.389,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",16
19,"Lee Grissom","CIN",2,0,"2%",3.9,51,64,2,7,0,0,0,4,0.109,0.162,0.109,0.271,12,17,3.26,1.279,50,30,6,223.2,193,7,93,149,1937,"NL",13
19,"Billy Myers","CIN",2,0,"2%",2.3,124,335,35,84,7,43,0,44,0.251,0.339,0.37,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",17
21,"Heinie Manush","BRO",1,0,"1%",2.3,132,466,57,155,4,73,6,40,0.333,0.389,0.442,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"NL",17
1,"Ernie Lombardi","CIN",229,10,"68%",5.7,129,489,60,167,19,95,0,40,0.342,0.391,0.524,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",6
2,"Bill Lee","CHC",166,5,"49%",7.9,44,101,10,20,0,13,1,4,0.198,0.229,0.248,0.476,22,9,2.66,1.22,44,37,2,291,281,18,74,121,1938,"NL",3
3,"Arky Vaughan","PIT",163,NA,"49%",8.6,148,541,88,174,7,68,14,104,0.322,0.433,0.444,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",2
4,"Mel Ott","NYG",132,NA,"39%",8.9,150,527,116,164,36,116,2,118,0.311,0.442,0.583,1.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",1
5,"Frank McCormick","CIN",130,NA,"39%",2.9,151,640,89,209,5,106,1,18,0.327,0.348,0.425,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",17
6,"Johnny Rizzo","PIT",96,NA,"29%",4,143,555,97,167,23,111,1,54,0.301,0.368,0.514,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",14
7,"Stan Hack","CHC",87,NA,"26%",5.3,152,609,109,195,4,67,16,94,0.32,0.411,0.432,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",9
8,"Paul Derringer","CIN",70,NA,"21%",5.5,41,119,8,21,2,15,0,2,0.176,0.19,0.235,0.425,21,14,2.93,1.186,41,37,3,307,315,20,49,132,1938,"NL",8
9,"Mace Brown","PIT",62,NA,"18%",0.2,51,38,1,5,0,5,0,0,0.132,0.132,0.184,0.316,15,9,3.8,1.5,51,2,5,132.2,155,5,44,55,1938,"NL",31
10,"Gabby Hartnett","CHC",61,NA,"18%",2.8,88,299,40,82,10,59,1,48,0.274,0.38,0.445,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",19
11,"Joe Medwick","STL",55,NA,"16%",4.8,146,590,100,190,21,122,0,42,0.322,0.369,0.536,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",10
12,"Johnny Mize","STL",28,NA,"8%",6.8,149,531,85,179,27,102,0,74,0.337,0.422,0.614,1.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",4
13,"Tony Cuccinello","BSN",23,NA,"7%",2.9,147,555,62,147,9,76,4,52,0.265,0.331,0.366,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",17
14,"Pep Young","PIT",19,NA,"6%",4.2,149,562,58,156,4,79,7,40,0.278,0.329,0.381,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",13
15,"Clay Bryant","CHC",16,NA,"5%",5.6,50,106,16,24,3,15,0,2,0.226,0.241,0.349,0.59,19,11,3.1,1.332,44,30,2,270.1,235,6,125,135,1938,"NL",7
16,"Harry Danning","NYG",13,0,"4%",2.8,120,448,59,137,9,60,1,23,0.306,0.345,0.438,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",19
17,"Ival Goodman","CIN",11,0,"3%",5.9,145,568,103,166,30,92,3,53,0.292,0.368,0.533,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",5
18,"Dick Coffman","NYG",6,0,"2%",1,51,28,0,2,0,0,0,0,0.071,0.071,0.071,0.143,8,4,3.48,1.231,51,3,12,111.1,116,3,21,21,1938,"NL",28
18,"Leo Durocher","BRO",6,0,"2%",-0.2,141,479,41,105,1,56,3,47,0.219,0.293,0.284,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",32
18,"Johnny Vander Meer","CIN",6,0,"2%",3.2,33,83,6,15,0,2,0,0,0.181,0.181,0.181,0.361,15,10,3.12,1.243,32,29,0,225.1,177,12,103,125,1938,"NL",15
21,"Dolph Camilli","BRO",5,0,"1%",4.3,146,509,106,128,24,100,6,119,0.251,0.393,0.485,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",12
21,"Debs Garms","BSN",5,0,"1%",2.5,117,428,62,135,0,47,4,34,0.315,0.371,0.364,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",24
21,"Al Lopez","BSN",5,0,"1%",0.5,71,236,19,63,1,14,5,11,0.267,0.305,0.314,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",29
21,"Lloyd Waner","PIT",5,0,"1%",2.6,147,619,79,194,5,57,5,28,0.313,0.343,0.401,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",22
25,"Johnny Hudson","BRO",3,0,"1%",0.4,135,498,59,130,2,37,7,39,0.261,0.315,0.335,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",30
25,"Jo-Jo Moore","NYG",3,0,"1%",1.6,125,506,76,153,11,56,2,22,0.302,0.335,0.437,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",25
25,"Hugh Mulcahy","PHI",3,0,"1%",1.3,47,94,6,16,0,5,0,2,0.17,0.188,0.191,0.379,10,20,4.61,1.549,46,34,1,267.1,294,14,120,90,1938,"NL",26
25,"Charlie Root","CHC",3,0,"1%",3.1,44,48,2,8,0,3,0,4,0.167,0.231,0.188,0.418,8,7,2.86,1.201,44,11,9,160.2,163,10,30,70,1938,"NL",16
29,"Lee Handley","PIT",2,0,"1%",2.6,139,570,91,153,6,51,7,53,0.268,0.332,0.372,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",22
30,"Freddie Fitzsimmons","BRO",1,0,"0%",4.4,27,70,8,12,0,4,0,4,0.171,0.216,0.2,0.416,11,8,3.02,1.224,27,26,0,202.2,205,8,43,38,1938,"NL",11
30,"Hersh Martin","PHI",1,0,"0%",1.3,120,466,58,139,3,39,8,34,0.298,0.347,0.421,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,"NL",26
30,"Lon Warneke","STL",1,0,"0%",2.7,31,71,5,23,0,6,0,2,0.324,0.342,0.366,0.709,13,8,3.97,1.335,31,26,0,197,199,14,64,89,1938,"NL",21
1,"Bucky Walters","CIN",303,18,"90%",9.8,40,120,16,39,1,16,1,5,0.325,0.357,0.433,0.79,27,11,2.29,1.125,39,36,0,319,250,15,109,137,1939,"NL",1
2,"Johnny Mize","STL",178,1,"53%",7.9,153,564,104,197,28,108,0,92,0.349,0.444,0.626,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",2
3,"Paul Derringer","CIN",174,2,"52%",4.6,38,110,10,23,0,17,0,1,0.209,0.216,0.236,0.453,25,7,2.93,1.183,38,35,0,301,321,15,35,128,1939,"NL",9
4,"Frank McCormick","CIN",159,2,"47%",5.3,156,630,99,209,18,128,1,40,0.332,0.374,0.495,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",6
5,"Curt Davis","STL",106,0,"32%",4.2,63,105,10,40,1,17,0,3,0.381,0.398,0.457,0.855,22,16,3.63,1.319,49,31,7,248,279,18,48,70,1939,"NL",15
6,"Jimmy Brown","STL",99,1,"29%",2.7,147,645,88,192,3,51,4,32,0.298,0.335,0.384,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",25
7,"Joe Medwick","STL",81,0,"24%",4.6,150,606,98,201,14,117,6,45,0.332,0.38,0.507,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",9
8,"Leo Durocher","BRO",52,0,"15%",1.5,116,390,42,108,1,34,2,27,0.277,0.325,0.369,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",31
9,"Harry Danning","NYG",33,0,"10%",4.1,135,520,79,163,16,74,4,35,0.313,0.359,0.479,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",17
10,"Luke Hamlin","BRO",32,0,"10%",4.2,40,103,4,13,1,6,0,1,0.126,0.135,0.184,0.319,20,13,3.64,1.146,40,36,0,269.2,255,27,54,88,1939,"NL",15
11,"Mel Ott","NYG",21,0,"6%",5.7,125,396,85,122,27,80,2,100,0.308,0.449,0.581,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",5
12,"Dolph Camilli","BRO",20,0,"6%",6.4,157,565,105,164,26,104,1,110,0.29,0.409,0.524,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",3
12,"Billy Jurges","NYG",20,0,"6%",4.1,138,543,84,155,6,63,3,47,0.285,0.349,0.398,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",17
14,"Billy Myers","CIN",18,0,"5%",5.1,151,509,79,143,9,56,4,71,0.281,0.369,0.393,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",8
15,"Stan Hack","CHC",17,0,"5%",2.1,156,641,112,191,8,56,17,65,0.298,0.364,0.398,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",27
16,"Augie Galan","CHC",15,0,"4%",2.9,148,549,104,167,6,71,8,75,0.304,0.392,0.432,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",24
16,"Terry Moore","STL",15,0,"4%",3.4,130,417,65,123,17,77,6,43,0.295,0.362,0.487,0.849,0,0,0,0,1,0,0,1,0,0,0,1,1939,"NL",22
18,"Morrie Arnovich","PHI",10,0,"3%",3.9,134,491,68,159,5,67,7,58,0.324,0.397,0.413,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",20
19,"Lonny Frey","CIN",8,0,"2%",5.9,125,484,95,141,11,55,5,72,0.291,0.388,0.452,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",4
19,"Bill Lee","CHC",8,0,"2%",4.6,37,103,3,13,1,3,0,4,0.126,0.159,0.155,0.314,19,15,3.44,1.346,37,36,0,282.1,295,18,85,105,1939,"NL",9
19,"Enos Slaughter","STL",8,0,"2%",4.3,149,604,95,193,12,86,2,44,0.32,0.371,0.482,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",13
22,"Billy Werber","CIN",6,0,"2%",3.7,147,599,115,173,5,57,15,91,0.289,0.388,0.389,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,"NL",21
